ORDERNUMBER,QUANTITYORDERED,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,DEALSIZE,Customer Value,Customer PO Freq.,Customer Frequency,CLTV
10145,40,16,3501.6,2003-08-25,Shipped,3,8,2003,Planes,S24_1785,Toys4GrownUps.com,Pasadena,USA,North America,Medium,High-value,3,Low-freq.,13260.0
10168,49,11,6433.7,2003-10-28,Shipped,4,10,2003,Planes,S24_1785,Technics Stores Inc.,Burlingame,USA,North America,Medium,High-value,4,Low-freq.,15327.0
10210,27,9,2658.96,2004-01-12,Shipped,1,1,2004,Planes,S24_1785,Osaka Souveniers Co.,Osaka,Japan,APAC,Small,Low-value,2,Low-freq.,8580.0
10223,34,11,3608.76,2004-02-20,Shipped,1,2,2004,Planes,S24_1785,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,High-value,5,Low-freq.,25506.0
10235,23,5,2214.67,2004-04-02,Shipped,2,4,2004,Planes,S24_1785,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,North America,Small,Low-value,2,Low-freq.,9477.0
10250,31,6,2747.53,2004-05-11,Shipped,2,5,2004,Planes,S24_1785,The Sharp Gifts Warehouse,San Jose,USA,North America,Small,High-value,4,Low-freq.,20319.0
10262,34,1,3310.92,2004-06-24,Cancelled,2,6,2004,Planes,S24_1785,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10275,25,11,2380.0,2004-07-23,Shipped,3,7,2004,Planes,S24_1785,La Rochelle Gifts,Nantes,France,EMEA,Small,High-value,4,Low-freq.,22854.0
10284,22,3,2310.88,2004-08-21,Shipped,3,8,2004,Planes,S24_1785,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Small,Low-value,2,Low-freq.,10062.0
10297,32,6,4061.76,2004-09-16,Shipped,3,9,2004,Planes,S24_1785,"Clover Collections, Co.",Dublin,Ireland,EMEA,Medium,Low-value,2,Low-freq.,7332.0
10308,31,9,3493.7,2004-10-15,Shipped,4,10,2004,Planes,S24_1785,Mini Classics,White Plains,USA,North America,Medium,Low-value,2,Low-freq.,10842.0
10316,25,1,2872.25,2004-11-01,Shipped,4,11,2004,Planes,S24_1785,giftsbymail.co.uk,Cowes,UK,EMEA,Small,Low-value,2,Low-freq.,9906.0
10328,47,14,4114.38,2004-11-12,Shipped,4,11,2004,Planes,S24_1785,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,High-value,3,Low-freq.,17511.0
10339,21,7,1063.65,2004-11-23,Shipped,4,11,2004,Planes,S24_1785,"Tokyo Collectables, Ltd",Minato-ku,Japan,APAC,Small,High-value,4,Low-freq.,15288.0
10353,28,2,2008.44,2004-12-04,Shipped,4,12,2004,Planes,S24_1785,Gift Ideas Corp.,Glendale,USA,North America,Small,Low-value,3,Low-freq.,7254.0
10374,46,3,4328.6,2005-02-02,Shipped,1,2,2005,Planes,S24_1785,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Medium,Low-value,3,Low-freq.,7527.0
10386,33,11,1376.43,2005-03-01,Resolved,1,3,2005,Planes,S24_1785,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10398,43,16,5552.16,2005-03-30,Shipped,1,3,2005,Planes,S24_1785,Reims Collectables,Reims,France,EMEA,Medium,High-value,5,Low-freq.,17121.0
10401,38,5,3659.02,2005-04-03,On Hold,2,4,2005,Planes,S24_1785,Tekni Collectables Inc.,Newark,USA,North America,Medium,Low-value,3,Low-freq.,10569.0
10416,47,6,4165.61,2005-05-10,Shipped,2,5,2005,Planes,S24_1785,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,High-value,3,Low-freq.,18096.0
10101,45,3,1404.0,2003-01-09,Shipped,1,1,2003,Cars,S24_1937,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Small,Low-value,4,Low-freq.,10803.0
10110,20,3,710.2,2003-03-18,Shipped,1,3,2003,Cars,S24_1937,"AV Stores, Co.",Manchester,UK,EMEA,Small,High-value,3,Low-freq.,20046.0
10124,45,2,1702.8,2003-05-21,Shipped,2,5,2003,Cars,S24_1937,Signal Gift Stores,Las Vegas,USA,North America,Small,Low-value,3,Low-freq.,10491.0
10149,36,7,1194.84,2003-09-12,Shipped,3,9,2003,Cars,S24_1937,Signal Collectibles Ltd.,Brisbane,USA,North America,Small,Low-value,2,Low-freq.,6357.0
10162,37,5,1007.14,2003-10-18,Shipped,4,10,2003,Cars,S24_1937,Corporate Gift Ideas Co.,San Francisco,USA,North America,Small,High-value,4,Low-freq.,19032.0
10173,31,9,977.43,2003-11-05,Shipped,4,11,2003,Cars,S24_1937,Rovelli Gifts,Bergamo,Italy,EMEA,Small,High-value,3,Low-freq.,17511.0
10182,39,6,1436.76,2003-11-12,Shipped,4,11,2003,Cars,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10193,26,10,759.46,2003-11-21,Shipped,4,11,2003,Cars,S24_1937,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,Low-value,3,Low-freq.,8190.0
10205,32,5,1189.44,2003-12-03,Shipped,4,12,2003,Cars,S24_1937,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10214,20,3,683.8,2004-01-26,Shipped,1,1,2004,Cars,S24_1937,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small,High-value,3,Low-freq.,15288.0
10227,42,6,1226.82,2004-03-02,Shipped,1,3,2004,Cars,S24_1937,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,High-value,3,Low-freq.,18135.0
10243,33,1,974.82,2004-04-26,Shipped,2,4,2004,Cars,S24_1937,Diecast Collectables,Boston,USA,North America,Small,Low-value,2,Low-freq.,8970.0
10280,20,12,577.6,2004-08-17,Shipped,3,8,2004,Cars,S24_1937,Amica Models & Co.,Torino,Italy,EMEA,Small,Low-value,2,Low-freq.,11934.0
10288,29,1,1106.93,2004-09-01,Shipped,3,9,2004,Cars,S24_1937,Handji Gifts& Co,Singapore,Singapore,APAC,Small,High-value,4,Low-freq.,14664.0
10304,23,16,694.6,2004-10-11,Shipped,4,10,2004,Cars,S24_1937,Auto Assoc. & Cie.,Versailles,France,EMEA,Small,Low-value,2,Low-freq.,8229.0
10312,39,13,1152.06,2004-10-21,Shipped,4,10,2004,Cars,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10322,20,3,2624.0,2004-11-04,Shipped,4,11,2004,Cars,S24_1937,Online Diecast Creations Co.,Nashua,USA,North America,Small,High-value,3,Low-freq.,16692.0
10332,45,6,3685.95,2004-11-17,Shipped,4,11,2004,Cars,S24_1937,"AV Stores, Co.",Manchester,UK,EMEA,Medium,High-value,3,Low-freq.,20046.0
10344,20,6,703.6,2004-11-25,Shipped,4,11,2004,Cars,S24_1937,Marseille Mini Autos,Marseille,France,EMEA,Small,Low-value,3,Low-freq.,9516.0
10356,48,5,9720.0,2004-12-09,Shipped,4,12,2004,Cars,S24_1937,Lyon Souveniers,Paris,France,EMEA,Large,Low-value,3,Low-freq.,9945.0
10367,23,13,834.67,2005-01-12,Resolved,1,1,2005,Cars,S24_1937,Toys4GrownUps.com,Pasadena,USA,North America,Small,High-value,3,Low-freq.,13260.0
10380,32,4,2257.92,2005-02-16,Shipped,1,2,2005,Cars,S24_1937,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10391,33,8,8344.71,2005-03-09,Shipped,1,3,2005,Cars,S24_1937,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Large,High-value,4,Low-freq.,19539.0
10409,61,1,1801.94,2005-04-23,Shipped,2,4,2005,Cars,S24_1937,Handji Gifts& Co,Singapore,Singapore,APAC,Small,High-value,4,Low-freq.,14664.0
10420,45,1,1209.6,2005-05-29,In Process,2,5,2005,Cars,S24_1937,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,High-value,4,Low-freq.,19227.0
10107,38,7,3155.14,2003-02-24,Shipped,1,2,2003,Motorcycles,S24_2000,Land of Toys Inc.,NYC,USA,North America,Medium,High-value,4,Low-freq.,20826.0
10120,34,5,2848.86,2003-04-29,Shipped,2,4,2003,Motorcycles,S24_2000,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,High-value,5,Low-freq.,25506.0
10134,43,7,3570.29,2003-07-01,Shipped,3,7,2003,Motorcycles,S24_2000,Lyon Souveniers,Paris,France,EMEA,Medium,Low-value,3,Low-freq.,9945.0
10145,47,11,3902.41,2003-08-25,Shipped,3,8,2003,Motorcycles,S24_2000,Toys4GrownUps.com,Pasadena,USA,North America,Medium,High-value,3,Low-freq.,13260.0
10158,22,1,1474.66,2003-10-10,Shipped,4,10,2003,Motorcycles,S24_2000,Baane Mini Imports,Stavern,Norway,EMEA,Small,High-value,4,Low-freq.,14781.0
10168,29,6,2186.89,2003-10-28,Shipped,4,10,2003,Motorcycles,S24_2000,Technics Stores Inc.,Burlingame,USA,North America,Small,High-value,4,Low-freq.,15327.0
10180,28,14,1919.4,2003-11-11,Shipped,4,11,2003,Motorcycles,S24_2000,Daedalus Designs Imports,Lille,France,EMEA,Small,Low-value,2,Low-freq.,8736.0
10188,40,6,3656.0,2003-11-18,Shipped,4,11,2003,Motorcycles,S24_2000,Herkku Gifts,Bergen,Norway,EMEA,Medium,High-value,3,Low-freq.,14157.0
10201,25,7,1847.0,2003-12-01,Shipped,4,12,2003,Motorcycles,S24_2000,Mini Wheels Co.,San Francisco,USA,North America,Small,Low-value,3,Low-freq.,9438.0
10210,30,4,1851.0,2004-01-12,Shipped,1,1,2004,Motorcycles,S24_2000,Osaka Souveniers Co.,Osaka,Japan,APAC,Small,Low-value,2,Low-freq.,8580.0
10223,38,6,2633.78,2004-02-20,Shipped,1,2,2004,Motorcycles,S24_2000,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,High-value,5,Low-freq.,25506.0
10236,36,3,3153.6,2004-04-03,Shipped,2,4,2004,Motorcycles,S24_2000,Motor Mint Distributors Inc.,Philadelphia,USA,North America,Medium,Low-value,3,Low-freq.,10608.0
10250,32,1,2803.2,2004-05-11,Shipped,2,5,2004,Motorcycles,S24_2000,The Sharp Gifts Warehouse,San Jose,USA,North America,Small,High-value,4,Low-freq.,20319.0
10263,37,7,2311.02,2004-06-28,Shipped,2,6,2004,Motorcycles,S24_2000,Gift Depot Inc.,Bridgewater,USA,North America,Small,High-value,3,Low-freq.,12909.0
10275,30,6,2399.4,2004-07-23,Shipped,3,7,2004,Motorcycles,S24_2000,La Rochelle Gifts,Nantes,France,EMEA,Small,High-value,4,Low-freq.,22854.0
10285,39,11,2733.12,2004-08-27,Shipped,3,8,2004,Motorcycles,S24_2000,Marta's Replicas Co.,Cambridge,USA,North America,Small,High-value,2,Low-freq.,13065.0
10297,32,1,2096.32,2004-09-16,Shipped,3,9,2004,Motorcycles,S24_2000,"Clover Collections, Co.",Dublin,Ireland,EMEA,Small,Low-value,2,Low-freq.,7332.0
10308,47,4,2971.34,2004-10-15,Shipped,4,10,2004,Motorcycles,S24_2000,Mini Classics,White Plains,USA,North America,Small,Low-value,2,Low-freq.,10842.0
10318,26,6,2257.58,2004-11-02,Shipped,4,11,2004,Motorcycles,S24_2000,Diecast Classics Inc.,Allentown,USA,North America,Small,High-value,4,Low-freq.,15483.0
10329,37,4,3493.91,2004-11-15,Shipped,4,11,2004,Motorcycles,S24_2000,Land of Toys Inc.,NYC,USA,North America,Medium,High-value,4,Low-freq.,20826.0
10340,55,8,4398.9,2004-11-24,Shipped,4,11,2004,Motorcycles,S24_2000,Enaco Distributors,Barcelona,Spain,EMEA,Medium,Low-value,3,Low-freq.,9945.0
10363,21,8,3595.62,2005-01-06,Shipped,1,1,2005,Motorcycles,S24_2000,Suominen Souveniers,Espoo,Finland,EMEA,Medium,High-value,3,Low-freq.,14469.0
10375,23,9,2443.29,2005-02-03,Shipped,1,2,2005,Motorcycles,S24_2000,La Rochelle Gifts,Nantes,France,EMEA,Small,High-value,4,Low-freq.,22854.0
10389,49,2,3988.6,2005-03-03,Shipped,1,3,2005,Motorcycles,S24_2000,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,High-value,3,Low-freq.,17043.0
10402,59,3,5168.4,2005-04-07,Shipped,2,4,2005,Motorcycles,S24_2000,Auto Canal Petit,Paris,France,EMEA,Medium,Low-value,3,Low-freq.,11817.0
10416,32,1,2803.2,2005-05-10,Shipped,2,5,2005,Motorcycles,S24_2000,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,High-value,3,Low-freq.,18096.0
10105,43,9,6341.21,2003-02-11,Shipped,1,2,2003,Ships,S24_2011,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,High-value,5,Low-freq.,18408.0
10117,41,3,5189.78,2003-04-16,Shipped,2,4,2003,Ships,S24_2011,"Dragon Souveniers, Ltd.",Singapore,Singapore,APAC,Medium,High-value,5,Low-freq.,21957.0
10129,45,9,6027.75,2003-06-12,Shipped,2,6,2003,Ships,S24_2011,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,Low-value,3,Low-freq.,11271.0
10142,33,6,3366.0,2003-08-08,Shipped,3,8,2003,Ships,S24_2011,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10153,40,5,5456.4,2003-09-28,Shipped,3,9,2003,Ships,S24_2011,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10167,33,16,3812.16,2003-10-23,Cancelled,4,10,2003,Ships,S24_2011,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,High-value,3,Low-freq.,17043.0
10177,50,7,6083.0,2003-11-07,Shipped,4,11,2003,Ships,S24_2011,CAF Imports,Madrid,Spain,EMEA,Medium,Low-value,2,Low-freq.,6279.0
10185,30,7,3170.7,2003-11-14,Shipped,4,11,2003,Ships,S24_2011,Mini Creations Ltd.,New Bedford,USA,North America,Medium,High-value,3,Low-freq.,13806.0
10197,41,13,4534.6,2003-11-26,Shipped,4,11,2003,Ships,S24_2011,Enaco Distributors,Barcelona,Spain,EMEA,Medium,Low-value,3,Low-freq.,9945.0
10208,35,7,4301.15,2004-01-02,Shipped,1,1,2004,Ships,S24_2011,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,High-value,3,Low-freq.,18135.0
10221,49,1,6804.63,2004-02-18,Shipped,1,2,2004,Ships,S24_2011,Petit Auto,Bruxelles,Belgium,EMEA,Medium,Low-value,3,Low-freq.,9516.0
10232,46,4,5652.94,2004-03-20,Shipped,1,3,2004,Ships,S24_2011,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,Low-value,2,Low-freq.,9906.0
10248,48,10,6960.48,2004-05-07,Cancelled,2,5,2004,Ships,S24_2011,Land of Toys Inc.,NYC,USA,North America,Medium,High-value,4,Low-freq.,20826.0
10261,36,8,4512.6,2004-06-17,Shipped,2,6,2004,Ships,S24_2011,Quebec Home Shopping Network,Montreal,Canada,North America,Medium,Low-value,3,Low-freq.,9399.0
10273,22,11,2784.76,2004-07-21,Shipped,3,7,2004,Ships,S24_2011,Petit Auto,Bruxelles,Belgium,EMEA,Small,Low-value,3,Low-freq.,9516.0
10283,42,13,5316.36,2004-08-20,Shipped,3,8,2004,Ships,S24_2011,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,North America,Medium,Low-value,2,Low-freq.,9477.0
10293,21,2,2941.89,2004-09-09,Shipped,3,9,2004,Ships,S24_2011,Amica Models & Co.,Torino,Italy,EMEA,Small,Low-value,2,Low-freq.,11934.0
10306,29,7,3207.4,2004-10-14,Shipped,4,10,2004,Ships,S24_2011,"AV Stores, Co.",Manchester,UK,EMEA,Medium,High-value,3,Low-freq.,20046.0
10315,35,6,4215.05,2004-10-29,Shipped,4,10,2004,Ships,S24_2011,La Rochelle Gifts,Nantes,France,EMEA,Medium,High-value,4,Low-freq.,22854.0
10326,41,4,4333.29,2004-11-09,Shipped,4,11,2004,Ships,S24_2011,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Medium,Low-value,4,Low-freq.,9594.0
10337,29,4,2087.13,2004-11-21,Shipped,4,11,2004,Ships,S24_2011,Classic Legends Inc.,NYC,USA,North America,Small,Low-value,3,Low-freq.,9867.0
10350,34,7,1711.22,2004-12-02,Shipped,4,12,2004,Ships,S24_2011,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10372,37,8,3910.53,2005-01-26,Shipped,1,1,2005,Ships,S24_2011,"Tokyo Collectables, Ltd",Minato-ku,Japan,APAC,Medium,High-value,4,Low-freq.,15288.0
10384,28,3,2255.12,2005-02-23,Shipped,1,2,2005,Ships,S24_2011,Corporate Gift Ideas Co.,San Francisco,USA,North America,Small,High-value,4,Low-freq.,19032.0
10396,49,6,5720.75,2005-03-23,Shipped,1,3,2005,Ships,S24_2011,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10414,23,10,3335.23,2005-05-06,On Hold,2,5,2005,Ships,S24_2011,Gifts4AllAges.com,Boston,USA,North America,Medium,Low-value,3,Low-freq.,10569.0
10101,46,2,2472.96,2003-01-09,Shipped,1,1,2003,Cars,S24_2022,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Small,Low-value,4,Low-freq.,10803.0
10110,39,2,1729.65,2003-03-18,Shipped,1,3,2003,Cars,S24_2022,"AV Stores, Co.",Manchester,UK,EMEA,Small,High-value,3,Low-freq.,20046.0
10124,22,1,995.5,2003-05-21,Shipped,2,5,2003,Cars,S24_2022,Signal Gift Stores,Las Vegas,USA,North America,Small,Low-value,3,Low-freq.,10491.0
10149,49,6,2414.72,2003-09-12,Shipped,3,9,2003,Cars,S24_2022,Signal Collectibles Ltd.,Brisbane,USA,North America,Small,Low-value,2,Low-freq.,6357.0
10162,43,4,1560.47,2003-10-18,Shipped,4,10,2003,Cars,S24_2022,Corporate Gift Ideas Co.,San Francisco,USA,North America,Small,High-value,4,Low-freq.,19032.0
10173,27,8,1112.94,2003-11-05,Shipped,4,11,2003,Cars,S24_2022,Rovelli Gifts,Bergamo,Italy,EMEA,Small,High-value,3,Low-freq.,17511.0
10182,31,5,1138.94,2003-11-12,Shipped,4,11,2003,Cars,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10193,20,9,1012.4,2003-11-21,Shipped,4,11,2003,Cars,S24_2022,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,Low-value,3,Low-freq.,8190.0
10205,24,4,913.92,2003-12-03,Shipped,4,12,2003,Cars,S24_2022,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10214,49,2,2349.06,2004-01-26,Shipped,1,1,2004,Cars,S24_2022,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small,High-value,3,Low-freq.,15288.0
10227,24,5,1161.12,2004-03-02,Shipped,1,3,2004,Cars,S24_2022,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,High-value,3,Low-freq.,18135.0
10244,39,9,1764.75,2004-04-29,Shipped,2,4,2004,Cars,S24_2022,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10255,37,2,1690.9,2004-06-04,Shipped,2,6,2004,Cars,S24_2022,Mini Caravy,Strasbourg,France,EMEA,Small,Low-value,3,Low-freq.,10218.0
10280,45,11,2137.05,2004-08-17,Shipped,3,8,2004,Cars,S24_2022,Amica Models & Co.,Torino,Italy,EMEA,Small,Low-value,2,Low-freq.,11934.0
10289,45,4,2177.1,2004-09-03,Shipped,3,9,2004,Cars,S24_2022,Herkku Gifts,Bergen,Norway,EMEA,Small,High-value,3,Low-freq.,14157.0
10304,44,15,1734.48,2004-10-11,Shipped,4,10,2004,Cars,S24_2022,Auto Assoc. & Cie.,Versailles,France,EMEA,Small,Low-value,2,Low-freq.,8229.0
10312,23,12,865.49,2004-10-21,Shipped,4,10,2004,Cars,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10322,30,4,3500.1,2004-11-04,Shipped,4,11,2004,Cars,S24_2022,Online Diecast Creations Co.,Nashua,USA,North America,Medium,High-value,3,Low-freq.,16692.0
10332,26,10,2223.52,2004-11-17,Shipped,4,11,2004,Cars,S24_2022,"AV Stores, Co.",Manchester,UK,EMEA,Small,High-value,3,Low-freq.,20046.0
10345,43,1,2311.68,2004-11-25,Shipped,4,11,2004,Cars,S24_2022,Atelier graphique,Nantes,France,EMEA,Small,Low-value,3,Low-freq.,3042.0
10356,26,7,828.36,2004-12-09,Shipped,4,12,2004,Cars,S24_2022,Lyon Souveniers,Paris,France,EMEA,Small,Low-value,3,Low-freq.,9945.0
10367,28,12,856.52,2005-01-12,Resolved,1,1,2005,Cars,S24_2022,Toys4GrownUps.com,Pasadena,USA,North America,Small,High-value,3,Low-freq.,13260.0
10380,27,5,1845.45,2005-02-16,Shipped,1,2,2005,Cars,S24_2022,Euro Shopping Channel,Madrid,Spain,EMEA,Small,High-value,26,High-freq.,115869.0
10391,24,1,4042.08,2005-03-09,Shipped,1,3,2005,Cars,S24_2022,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,High-value,4,Low-freq.,19539.0
10421,40,2,1828.0,2005-05-29,In Process,2,5,2005,Cars,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10103,36,1,3680.28,2003-01-29,Shipped,1,1,2003,Trucks and Buses,S24_2300,Baane Mini Imports,Stavern,Norway,EMEA,Medium,High-value,4,Low-freq.,14781.0
10114,21,5,2925.09,2003-04-01,Shipped,2,4,2003,Trucks and Buses,S24_2300,"La Corne D'abondance, Co.",Paris,France,EMEA,Small,Low-value,3,Low-freq.,12324.0
10126,27,1,3415.77,2003-05-28,Shipped,2,5,2003,Trucks and Buses,S24_2300,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Medium,High-value,3,Low-freq.,15288.0
10140,47,1,5105.14,2003-07-24,Shipped,3,7,2003,Trucks and Buses,S24_2300,Technics Stores Inc.,Burlingame,USA,North America,Medium,High-value,4,Low-freq.,15327.0
10151,42,8,5098.8,2003-09-21,Shipped,3,9,2003,Trucks and Buses,S24_2300,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,High-value,3,Low-freq.,13221.0
10165,32,17,4661.76,2003-10-22,Shipped,4,10,2003,Trucks and Buses,S24_2300,"Dragon Souveniers, Ltd.",Singapore,Singapore,APAC,Medium,High-value,5,Low-freq.,21957.0
10175,28,6,2969.96,2003-11-06,Shipped,4,11,2003,Trucks and Buses,S24_2300,"Stylish Desk Decors, Co.",London,UK,EMEA,Small,Low-value,3,Low-freq.,11271.0
10184,24,11,3496.32,2003-11-14,Shipped,4,11,2003,Trucks and Buses,S24_2300,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Medium,Low-value,2,Low-freq.,6942.0
10194,49,1,5760.93,2003-11-25,Shipped,4,11,2003,Trucks and Buses,S24_2300,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,High-value,3,Low-freq.,18135.0
10207,46,12,6819.04,2003-12-09,Shipped,4,12,2003,Trucks and Buses,S24_2300,Diecast Collectables,Boston,USA,North America,Medium,Low-value,2,Low-freq.,8970.0
10217,28,1,3148.88,2004-02-04,Shipped,1,2,2004,Trucks and Buses,S24_2300,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,High-value,4,Low-freq.,14664.0
10229,48,6,5704.32,2004-03-11,Shipped,1,3,2004,Trucks and Buses,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10246,29,10,3520.6,2004-05-05,Shipped,2,5,2004,Trucks and Buses,S24_2300,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10259,47,9,5285.62,2004-06-15,Shipped,2,6,2004,Trucks and Buses,S24_2300,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,High-value,4,Low-freq.,14664.0
10271,43,10,5605.05,2004-07-20,Shipped,3,7,2004,Trucks and Buses,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10281,25,6,2779.5,2004-08-19,Shipped,3,8,2004,Trucks and Buses,S24_2300,Diecast Classics Inc.,Allentown,USA,North America,Small,High-value,4,Low-freq.,15483.0
10291,48,1,5398.08,2004-09-08,Shipped,3,9,2004,Trucks and Buses,S24_2300,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,High-value,3,Low-freq.,17043.0
10305,24,10,3189.6,2004-10-13,Shipped,4,10,2004,Trucks and Buses,S24_2300,Marta's Replicas Co.,Cambridge,USA,North America,Medium,High-value,2,Low-freq.,13065.0
10313,42,4,5581.8,2004-10-22,Shipped,4,10,2004,Trucks and Buses,S24_2300,Canadian Gift Exchange Network,Vancouver,Canada,North America,Medium,Low-value,2,Low-freq.,9555.0
10324,31,2,3820.44,2004-11-05,Shipped,4,11,2004,Trucks and Buses,S24_2300,Vitachrome Inc.,NYC,USA,North America,Medium,Low-value,3,Low-freq.,11154.0
10334,42,5,5528.04,2004-11-19,On Hold,4,11,2004,Trucks and Buses,S24_2300,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Medium,Low-value,4,Low-freq.,9594.0
10348,37,1,5981.42,2004-11-01,Shipped,4,11,2004,Trucks and Buses,S24_2300,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Medium,High-value,3,Low-freq.,15288.0
10358,41,7,5684.65,2004-12-10,Shipped,4,12,2004,Trucks and Buses,S24_2300,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,High-value,26,High-freq.,115869.0
10371,20,5,3449.4,2005-01-23,Shipped,1,1,2005,Trucks and Buses,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Medium,High-value,17,High-freq.,83187.0
10382,20,3,2654.4,2005-02-17,Shipped,1,2,2005,Trucks and Buses,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10412,70,10,8498.0,2005-05-03,Shipped,2,5,2005,Trucks and Buses,S24_2300,Euro Shopping Channel,Madrid,Spain,EMEA,Large,High-value,26,High-freq.,115869.0
10425,49,9,5510.54,2005-05-31,In Process,2,5,2005,Trucks and Buses,S24_2300,La Rochelle Gifts,Nantes,France,EMEA,Medium,High-value,4,Low-freq.,22854.0
10108,35,15,2060.45,2003-03-03,Shipped,1,3,2003,Motorcycles,S24_2360,Cruz & Sons Co.,Makati City,Philippines,APAC,Small,Low-value,3,Low-freq.,11934.0
10121,32,2,2460.16,2003-05-07,Shipped,2,5,2003,Motorcycles,S24_2360,Reims Collectables,Reims,France,EMEA,Small,High-value,5,Low-freq.,17121.0
10135,29,16,1787.56,2003-07-02,Shipped,3,7,2003,Motorcycles,S24_2360,Mini Gifts Distributors Ltd.,San Rafael,USA,North America,Small,High-value,17,High-freq.,83187.0
10145,27,3,1645.65,2003-08-25,Shipped,3,8,2003,Motorcycles,S24_2360,Toys4GrownUps.com,Pasadena,USA,North America,Small,High-value,3,Low-freq.,13260.0
10159,27,11,2169.18,2003-10-10,Shipped,4,10,2003,Motorcycles,S24_2360,Corporate Gift Ideas Co.,San Francisco,USA,North America,Small,High-value,4,Low-freq.,19032.0
